学齢,教科,単元名,学年,動画番号,動画ID,動画名,字幕ファイルURL
中学,数学,乗法と除法,中１,3,1764,累乗,/subtitles/1764.vtt
中学,数学,乗法と除法,中１,4,1765,累乗 問題,/subtitles/1765.vtt
中学,数学,乗法と除法,中１,5,1770,交換法則と結合法則,/subtitles/1770.vtt
中学,数学,乗法と除法,中１,6,1771,交換法則と結合法則 問題,/subtitles/1771.vtt
中学,数学,乗法と除法,中１,7,1772,分配法則,/subtitles/1772.vtt
中学,数学,乗法と除法,中１,8,1773,分配法則 問題,/subtitles/1773.vtt
中学,数学,乗法と除法,中１,9,1766,正負の割り算,/subtitles/1766.vtt
中学,数学,乗法と除法,中１,10,1767,正負の割り算 問題,/subtitles/1767.vtt
中学,数学,乗法と除法,中１,11,1768,四則の混じった計算①,/subtitles/1768.vtt
中学,数学,乗法と除法,中１,12,1769,四則の混じった計算②,/subtitles/1769.vtt
中学,数学,数の集合と素数の積,中１,1,4187,数の集合,/subtitles/4187.vtt
中学,数学,数の集合と素数の積,中１,2,1890,素因数分解,/subtitles/1890.vtt
中学,数学,数の集合と素数の積,中１,3,1892,素因数分解 問題,/subtitles/1892.vtt
中学,数学,数の集合と素数の積,中１,4,4186,正負の数の利用（平均を求める）,/subtitles/4186.vtt
中学,数学,文字式ときまり,中１,1,1775,文字式で表す①,/subtitles/1775.vtt
中学,数学,文字式ときまり,中１,2,1776,文字式で表す②,/subtitles/1776.vtt
中学,数学,文字式ときまり,中１,3,1777,文字式のきまり,/subtitles/1777.vtt
中学,数学,文字式ときまり,中１,4,1778,文字式のきまり 問題,/subtitles/1778.vtt
中学,数学,文字式ときまり,中１,5,1779,式の値,/subtitles/1779.vtt
中学,数学,文字式ときまり,中１,6,1781,式の値 問題,/subtitles/1781.vtt
中学,数学,文字式の計算（１年）,中１,1,1780,項と係数,/subtitles/1780.vtt
中学,数学,文字式の計算（１年）,中１,2,1783,文字式の加減（足し算、引き算）,/subtitles/1783.vtt
中学,数学,文字式の計算（１年）,中１,3,1785,かっこの入った文字式の加減（足し算、引き算）,/subtitles/1785.vtt
中学,数学,文字式の計算（１年）,中１,4,1786,文字式の乗法（かけ算）,/subtitles/1786.vtt
中学,数学,文字式の計算（１年）,中１,5,1789,文字式の除法（割り算）,/subtitles/1789.vtt
中学,数学,文字式の計算（１年）,中１,6,1787,文字式と分配法則,/subtitles/1787.vtt
中学,数学,文字式の計算（１年）,中１,7,3439,文字式と分配法則 問題,/subtitles/3439.vtt
中学,数学,文字式の計算（１年）,中１,8,1788,文字の入った分数×整数,/subtitles/1788.vtt
中学,数学,文字式の計算（１年）,中１,9,1792,加減乗除の混じった文字式,/subtitles/1792.vtt
中学,数学,文字式の計算（１年）,中１,10,3440,不等式,/subtitles/3440.vtt
中学,数学,方程式,中１,1,1813,等式ってなに？,/subtitles/1813.vtt
中学,数学,方程式,中１,2,1814,等式の性質,/subtitles/1814.vtt
中学,数学,方程式,中１,3,1815,方程式ってなに？,/subtitles/1815.vtt
中学,数学,方程式,中１,4,1817,移項のしくみ,/subtitles/1817.vtt
中学,数学,方程式,中１,5,1819,両辺を乗除して解く,/subtitles/1819.vtt
中学,数学,方程式,中１,6,1821,方程式を解く,/subtitles/1821.vtt
中学,数学,方程式,中１,7,1823,かっこの入った方程式,/subtitles/1823.vtt
中学,数学,方程式,中１,8,1825,小数の入った方程式,/subtitles/1825.vtt
中学,数学,方程式,中１,9,1827,分数の入った方程式,/subtitles/1827.vtt
中学,数学,方程式,中１,10,4180,比例式の性質,/subtitles/4180.vtt
中学,数学,方程式,中１,11,4178,比例式を解く,/subtitles/4178.vtt
中学,数学,方程式の利用,中１,1,1908,方程式と文章題,/subtitles/1908.vtt
中学,数学,方程式の利用,中１,2,1909,方程式と文章題（個数と代金①）,/subtitles/1909.vtt
中学,数学,方程式の利用,中１,3,1910,方程式と文章題（個数と代金②）,/subtitles/1910.vtt
中学,数学,方程式の利用,中１,4,1911,方程式と文章題（数の関係）,/subtitles/1911.vtt
中学,数学,方程式の利用,中１,5,1914,方程式と文章題（ものと人数）,/subtitles/1914.vtt
中学,数学,方程式の利用,中１,6,1915,方程式と文章題（速さ）,/subtitles/1915.vtt
中学,数学,比例,中１,1,1976,ってなに？,/subtitles/1976.vtt
中学,数学,比例,中１,2,1977,比例の関係,/subtitles/1977.vtt
中学,数学,比例,中１,3,1978,比例の式,/subtitles/1978.vtt
中学,数学,比例,中１,4,1979,比例の式 問題,/subtitles/1979.vtt
中学,数学,比例,中１,5,1980,比例定数の意味,/subtitles/1980.vtt
中学,数学,比例,中１,6,3447,変域,/subtitles/3447.vtt
中学,数学,比例,中１,7,1981,比例の式を求める,/subtitles/1981.vtt
中学,数学,比例,中１,8,1982,代入から比例式を求める,/subtitles/1982.vtt
中学,数学,比例とグラフ,中１,1,1983,座標とグラフ,/subtitles/1983.vtt
中学,数学,比例とグラフ,中１,2,1984,座標をよみとる,/subtitles/1984.vtt
中学,数学,比例とグラフ,中１,3,1985,比例のグラフをかく,/subtitles/1985.vtt
中学,数学,比例とグラフ,中１,4,1986,比例のグラフをかく 問題,/subtitles/1986.vtt
中学,数学,比例とグラフ,中１,5,1987,比例のグラフの特徴,/subtitles/1987.vtt
中学,数学,比例とグラフ,中１,6,4562,比例のグラフから式をもとめる,/subtitles/4562.vtt
中学,数学,反比例,中１,1,2008,反比例,/subtitles/2008.vtt
中学,数学,反比例,中１,2,2009,反比例の式,/subtitles/2009.vtt
中学,数学,反比例,中１,3,2010,反比例の式 問題,/subtitles/2010.vtt
中学,数学,反比例,中１,4,2012,反比例の式をもとめる,/subtitles/2012.vtt
中学,数学,反比例,中１,5,2013,反比例のグラフ,/subtitles/2013.vtt
中学,数学,反比例,中１,6,4563,反比例のグラフから式をもとめる,/subtitles/4563.vtt
中学,数学,平面,中１,1,2066,直線と記号,/subtitles/2066.vtt
中学,数学,平面,中１,2,2067,平行移動,/subtitles/2067.vtt
中学,数学,平面,中１,3,2068,対称移動,/subtitles/2068.vtt
中学,数学,平面,中１,4,2069,回転移動,/subtitles/2069.vtt
中学,数学,平面,中１,5,2070,点対称移動,/subtitles/2070.vtt
中学,数学,平面,中１,6,2071,垂線の作図①,/subtitles/2071.vtt
中学,数学,平面,中１,7,2072,垂線の作図②,/subtitles/2072.vtt
中学,数学,平面,中１,8,2073,垂直二等分線の作図,/subtitles/2073.vtt
中学,数学,平面,中１,9,2074,角の二等分線の作図,/subtitles/2074.vtt
中学,数学,平面,中１,10,4564,円の接線,/subtitles/4564.vtt
中学,数学,平面,中１,11,2077,円とおうぎ形,/subtitles/2077.vtt
中学,数学,平面,中１,12,2089,おうぎ形の弧と面積,/subtitles/2089.vtt
中学,数学,空間,中１,1,2078,正多面体ってなに？,/subtitles/2078.vtt
中学,数学,空間,中１,2,2079,錐と柱,/subtitles/2079.vtt
中学,数学,空間,中１,3,2080,平行、垂直、ねじれの位置,/subtitles/2080.vtt
中学,数学,空間,中１,4,2081,平面の移動と立体,/subtitles/2081.vtt
中学,数学,空間,中１,5,3485,投影図,/subtitles/3485.vtt
中学,数学,空間,中１,6,2085,円柱の展開図,/subtitles/2085.vtt
中学,数学,空間,中１,7,2086,角錐の展開図,/subtitles/2086.vtt
中学,数学,空間,中１,8,2087,円錐の展開図,/subtitles/2087.vtt
中学,数学,空間,中１,9,2088,円錐の展開図 続,/subtitles/2088.vtt
中学,数学,立体の体積と表面積,中１,1,2090,角柱の表面積,/subtitles/2090.vtt
中学,数学,立体の体積と表面積,中１,2,2091,円柱の表面積,/subtitles/2091.vtt
中学,数学,立体の体積と表面積,中１,3,3486,角錐の表面積（正四角錐）,/subtitles/3486.vtt
中学,数学,立体の体積と表面積,中１,4,2092,円錐の表面積,/subtitles/2092.vtt
中学,数学,立体の体積と表面積,中１,5,2093,角柱・円柱の体積,/subtitles/2093.vtt
中学,数学,立体の体積と表面積,中１,6,2094,角錐・円錐の体積,/subtitles/2094.vtt
中学,数学,立体の体積と表面積,中１,7,2095,球の表面積と体積,/subtitles/2095.vtt
中学,数学,資料の活用,中１,1,2194,度数分布表と柱状グラフ（ヒストグラム）,/subtitles/2194.vtt
中学,数学,資料の活用,中１,2,2197,代表値と範囲,/subtitles/2197.vtt
中学,数学,資料の活用,中１,3,2196,度数分布と相対度数、累積度数,/subtitles/2196.vtt
中学,数学,資料の活用,中１,4,4177,確率とは（統計的確率）,/subtitles/4177.vtt
中学,数学,文字式の計算（２年）,中２,1,3523,式と次数,/subtitles/3523.vtt
中学,数学,文字式の計算（２年）,中２,2,3524,何次式かを考える,/subtitles/3524.vtt
中学,数学,文字式の計算（２年）,中２,3,3520,同類項をまとめる,/subtitles/3520.vtt
中学,数学,文字式の計算（２年）,中２,4,3521,同類項をまとめる（式の加減）,/subtitles/3521.vtt
中学,数学,文字式の計算（２年）,中２,5,3522,分配法則を使った文字式の展開,/subtitles/3522.vtt
中学,数学,文字式の計算（２年）,中２,6,3526,文字式どうしの乗法,/subtitles/3526.vtt
中学,数学,文字式の計算（２年）,中２,7,3527,文字式どうしの除法,/subtitles/3527.vtt
中学,数学,文字式の計算（２年）,中２,8,3525,式の値を求める（文字が２つ）,/subtitles/3525.vtt
中学,数学,文字式の利用,中２,1,4565,等式の変形（ｘについて解く）,/subtitles/4565.vtt
中学,数学,文字式の利用,中２,2,4566,等式の変形 練習①,/subtitles/4566.vtt
中学,数学,文字式の利用,中２,3,4567,等式の変形 練習②,/subtitles/4567.vtt
中学,数学,文字式の利用,中２,4,3528,文字式による証明①十の位と一の位,/subtitles/3528.vtt
中学,数学,文字式の利用,中２,5,3529,文字式による証明②奇数と偶数,/subtitles/3529.vtt
中学,数学,文字式の利用,中２,6,3530,文字式による証明③連続した３つの数,/subtitles/3530.vtt
中学,数学,連立方程式,中２,1,1846,連立方程式と解,/subtitles/1846.vtt
中学,数学,連立方程式,中２,2,3443,連立方程式の解き方,/subtitles/3443.vtt
中学,数学,連立方程式,中２,3,1850,連立方程式 問題,/subtitles/1850.vtt
中学,数学,連立方程式,中２,4,3444,係数をそろえて解く,/subtitles/3444.vtt
中学,数学,連立方程式,中２,5,1853,係数をそろえて解く 問題,/subtitles/1853.vtt
中学,数学,連立方程式,中２,6,1854,代入法で解く,/subtitles/1854.vtt
中学,数学,連立方程式,中２,7,1855,代入法で解く 問題,/subtitles/1855.vtt
中学,数学,連立方程式,中２,8,1856,小数の連立方程式,/subtitles/1856.vtt
中学,数学,連立方程式,中２,9,1857,分数の連立方程式,/subtitles/1857.vtt
中学,数学,連立方程式,中２,10,1858,a=b=cの連立方程式,/subtitles/1858.vtt
中学,数学,連立方程式の利用,中２,1,1989,連立方程式の文章題（人数と代金）,/subtitles/1989.vtt
中学,数学,連立方程式の利用,中２,2,1990,連立方程式の文章題（個数と代金）,/subtitles/1990.vtt
中学,数学,連立方程式の利用,中２,3,1991,連立方程式の文章題（２けたの自然数）,/subtitles/1991.vtt
中学,数学,連立方程式の利用,中２,4,1992,連立方程式の文章題（速さ①）,/subtitles/1992.vtt
中学,数学,連立方程式の利用,中２,5,1993,連立方程式の文章題（速さ②）,/subtitles/1993.vtt
中学,数学,連立方程式の利用,中２,6,1994,連立方程式の文章題（割合）,/subtitles/1994.vtt
中学,数学,一次,中２,1,2034,一次,/subtitles/2034.vtt
中学,数学,一次,中２,2,2035,一次と変化の割合,/subtitles/2035.vtt
中学,数学,一次,中２,3,2036,一次のグラフ,/subtitles/2036.vtt
中学,数学,一次,中２,4,2037,一次のグラフ 問題①,/subtitles/2037.vtt
中学,数学,一次,中２,5,2038,一次のグラフ 問題②,/subtitles/2038.vtt
中学,数学,一次,中２,6,4859,一次の変域,/subtitles/4859.vtt
中学,数学,一次,中２,7,2040,一次の式を求める①,/subtitles/2040.vtt
中学,数学,一次,中２,8,2041,一次の式を求める②,/subtitles/2041.vtt
中学,数学,一次,中２,9,2042,グラフから一次の式を求める,/subtitles/2042.vtt
中学,数学,一次の利用,中２,1,2043,一次と連立方程式①,/subtitles/2043.vtt
中学,数学,一次の利用,中２,2,2044,一次と連立方程式②,/subtitles/2044.vtt
中学,数学,一次の利用,中２,3,2045,一次と軸の交点,/subtitles/2045.vtt
中学,数学,一次の利用,中２,4,2049,を動く点と面積,/subtitles/2049.vtt
中学,数学,一次の利用,中２,5,2050,一次とダイヤグラム,/subtitles/2050.vtt
中学,数学,平行線と角,中２,1,2096,多角形の内角の和,/subtitles/2096.vtt
中学,数学,平行線と角,中２,2,2097,多角形の内角 問題,/subtitles/2097.vtt
中学,数学,平行線と角,中２,3,2099,多角形の外角,/subtitles/2099.vtt
中学,数学,平行線と角,中２,4,2101,対頂角,/subtitles/2101.vtt
中学,数学,平行線と角,中２,5,2103,同位角と錯角,/subtitles/2103.vtt
中学,数学,平行線と角,中２,6,2104,三角形の外角の性質,/subtitles/2104.vtt
中学,数学,平行線と角,中２,7,2106,角を求める 練習問題①,/subtitles/2106.vtt
中学,数学,平行線と角,中２,8,2107,角を求める 練習問題②,/subtitles/2107.vtt
中学,数学,合同と証明,中２,1,2109,合同の表し方,/subtitles/2109.vtt
中学,数学,合同と証明,中２,2,2110,三角形の合同条件,/subtitles/2110.vtt
中学,数学,合同と証明,中２,3,2111,合同な三角形をみつける①,/subtitles/2111.vtt
中学,数学,合同と証明,中２,4,2112,合同な三角形をみつける②,/subtitles/2112.vtt
中学,数学,合同と証明,中２,5,2113,合同条件をおぎなう,/subtitles/2113.vtt
中学,数学,合同と証明,中２,6,2114,定理と仮定、結論,/subtitles/2114.vtt
中学,数学,合同と証明,中２,7,2115,証明のすすめ方,/subtitles/2115.vtt
中学,数学,合同と証明,中２,8,2116,平行であることの証明,/subtitles/2116.vtt
中学,数学,合同と証明,中２,9,2117,辺が等しいことの証明,/subtitles/2117.vtt
中学,数学,三角形,中２,1,2119,二等辺三角形,/subtitles/2119.vtt
中学,数学,三角形,中２,2,3487,２つの角が等しい（証明）,/subtitles/3487.vtt
中学,数学,三角形,中２,3,3488,二等辺三角形の頂角の二等分線,/subtitles/3488.vtt
中学,数学,三角形,中２,4,2121,二等辺三角形を使った証明,/subtitles/2121.vtt
中学,数学,三角形,中２,5,2122,二等辺三角形になるための条件,/subtitles/2122.vtt
中学,数学,三角形,中２,6,2123,二等辺三角形になることの証明①,/subtitles/2123.vtt
中学,数学,三角形,中２,7,2124,二等辺三角形になることの証明②,/subtitles/2124.vtt
